title,url,price,image_url,category,gender
Tronchetti 65 patent-leather ankle boots,https://www.matchesfashion.com/products/Prada-Tronchetti-65-patent-leather-ankle-boots-1535349,1200.0,https://assetsprx.matchesfashion.com/img/1535349/1/920.jpg,['Boots'],WOMENS
Suede 85 ankle boots,https://www.matchesfashion.com/products/Tod%27s-Suede-85-ankle-boots-1536247,1010.0,https://assetsprx.matchesfashion.com/img/1536247/1/920.jpg,['Boots'],WOMENS
The Slim leather and suede knee-high boots,https://www.matchesfashion.com/products/Toteme-The-Slim-leather-and-suede-knee-high-boots-1545511,750.0,https://assetsprx.matchesfashion.com/img/1545511/1/920.jpg,['Boots'],WOMENS
Pointed suede D'Orsay flats,https://www.matchesfashion.com/products/Toteme-Pointed-suede-D%27Orsay-flats-1545508,450.0,https://assetsprx.matchesfashion.com/img/1545508/1/920.jpg,['Flats'],WOMENS
Terra round-toe zipped leather boots,https://www.matchesfashion.com/products/LOEWE-Terra-round-toe-zipped-leather-boots-1537051,1100.0,https://assetsprx.matchesfashion.com/img/1537051/1/920.jpg,['Boots'],WOMENS
Star Dribble high-top trainers,https://www.matchesfashion.com/products/Novesta-Star-Dribble-high-top-trainers-1549954,65.0,https://assetsprx.matchesfashion.com/img/1549954/1/920.jpg,['Sneakers'],WOMENS
Medusa-head 120 metallic-leather platform mules,https://www.matchesfashion.com/products/Versace-Medusa-head-120-metallic-leather-platform-mules-1538711,790.0,https://assetsprx.matchesfashion.com/img/1538711/1/920.jpg,['Heels'],WOMENS
Camellia 90 pleated-taffeta sandals,https://www.matchesfashion.com/products/Loeffler-Randall-Camellia-90-pleated-taffeta-sandals-1549137,385.0,https://assetsprx.matchesfashion.com/img/1549137/1/920.jpg,"['Sandals', 'Heels']",WOMENS
Adna 110 leather over-the-knee boots,https://www.matchesfashion.com/products/Ann-Demeulemeester-Adna-110-leather-over-the-knee-boots-1553483,1935.0,https://assetsprx.matchesfashion.com/img/1553483/1/920.jpg,['Boots'],WOMENS
GEL-1130 leather and mesh trainers,https://www.matchesfashion.com/products/ASICS-GEL-1130-leather-and-mesh-trainers-1554686,100.0,https://assetsprx.matchesfashion.com/img/1554686/1/920.jpg,['Sneakers'],WOMENS
Petal Knot 90 leather sandals,https://www.matchesfashion.com/products/LOEWE-Petal-Knot-90-leather-sandals-1524882,2100.0,https://assetsprx.matchesfashion.com/img/1524882/1/920.jpg,"['Sandals', 'Heels']",WOMENS
Marathon suede and mesh trainers,https://www.matchesfashion.com/products/Novesta-Marathon-suede-and-mesh-trainers-1549955,125.0,https://assetsprx.matchesfashion.com/img/1549955/1/920.jpg,['Sneakers'],WOMENS
Star Master canvas trainers,https://www.matchesfashion.com/products/Novesta-Star-Master-canvas-trainers-1549952,60.0,https://assetsprx.matchesfashion.com/img/1549952/1/920.jpg,['Sneakers'],WOMENS
XT-6 Advanced mesh trainers,https://www.matchesfashion.com/products/Salomon-XT-6-Advanced-mesh-trainers-1540152,160.0,https://assetsprx.matchesfashion.com/img/1540152/1/920.jpg,['Sneakers'],WOMENS
Tronchetti 65 logo-plaque leather knee-high boots,https://www.matchesfashion.com/products/Prada-Tronchetti-65-logo-plaque-leather-knee-high-boots-1550553,1690.0,https://assetsprx.matchesfashion.com/img/1550553/1/920.jpg,['Boots'],WOMENS
Arosa shearling-lined leather boots,https://www.matchesfashion.com/products/Bogner-Arosa-shearling-lined-leather-boots%09-1543663,445.0,https://assetsprx.matchesfashion.com/img/1543663/1/920.jpg,['Boots'],WOMENS
Comfort 90 leather platform sandals,https://www.matchesfashion.com/products/LOEWE-Comfort-90-leather-platform-sandals-1524889,850.0,https://assetsprx.matchesfashion.com/img/1524889/1/920.jpg,"['Sandals', 'Heels']",WOMENS
Chain-embellished 105 patent-leather pumps,https://www.matchesfashion.com/products/Tom-Ford-Chain-embellished-105-patent-leather-pumps-1538992,842.0,https://assetsprx.matchesfashion.com/img/1538992/1/920.jpg,['Heels'],WOMENS
Star Master canvas trainers,https://www.matchesfashion.com/products/Novesta-Star-Master-canvas-trainers-1549953,60.0,https://assetsprx.matchesfashion.com/img/1549953/1/920.jpg,['Sneakers'],WOMENS
Toile Iconographe canvas ballet flats,https://www.matchesfashion.com/products/Valentino-Garavani-Toile-Iconographe-canvas-ballet-flats-1541139,580.0,https://assetsprx.matchesfashion.com/img/1541139/1/920.jpg,['Flats'],WOMENS
Très Vivier 45 crystal-buckle velvet sandals,https://www.matchesfashion.com/products/Roger-Vivier-Tr%C3%A8s-Vivier-45-crystal-buckle-velvet-sandals-1553946,1130.0,https://assetsprx.matchesfashion.com/img/1553946/1/920.jpg,['Heels'],WOMENS
Rockstud patent-leather ballet flats,https://www.matchesfashion.com/products/Valentino-Garavani-Rockstud-patent-leather-ballet-flats-1541143,780.0,https://assetsprx.matchesfashion.com/img/1541143/1/920.jpg,['Flats'],WOMENS
Kate leather ankle boots,https://www.matchesfashion.com/products/Tod%27s-Kate-leather-ankle-boots-1551856,910.0,https://assetsprx.matchesfashion.com/img/1551856/1/920.jpg,['Boots'],WOMENS
